rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
183,"spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew","aespa","Drama","SM Entertainment / Warner Records",51,184,12,"122221"
184,"spotify:track:50cmxP6KlnQA9IG3q5ckKD","Chillies","Mascara","WM Vietnam",3,136,180,"122218"
185,"spotify:track:3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine","Dead Oceans",30,174,39,"122209"
186,"spotify:track:2OzhQlSqBEmt7hmkYxfT6m","Taylor Swift, Post Malone","Fortnight (feat. Post Malone)","Taylor Swift",2,171,11,"122199"
187,"spotify:track:3BwFxsC7QpRejdE9GXFQI4","D Blue, Killic","Chỉ Còn Ta Và Ta Giữa Trời","12 trái lê",173,194,9,"121952"
188,"spotify:track:3J3nv18iIrOhca1ZWNeuyW","JustaTee","Đã Lỡ Yêu Em Nhiều","NGUYEN THANH TUAN",36,177,82,"120612"
189,"spotify:track:5AaHvf9iO6RydAIissh0kz","Obito, Seachains","Simple Love","12 trái lê",155,155,31,"120172"
190,"spotify:track:1Gu3moX7qQp4t2jk6kJ0C6","Đức Phúc","Cũng Đành Thôi","Đức Phúc Official",63,-1,131,"119389"
191,"spotify:track:3BlB5wlzdbgCJGkuPcNVIW","The Masked Singer","Khóa Ly Biệt","THE MASKED SINGER",53,191,34,"117905"
192,"spotify:track:62SFLTN7txImu8pQwBMP6A","Tăng Duy Tân, Hoà Minzy","Bật Tình Yêu Lên","Big Arts Entertainment",4,180,70,"117614"
193,"spotify:track:56n21o9wtl9IjFVsGe7BG1","Bùi Anh Tuấn","Thuận Theo Ý Trời","Sky Music Jsc",62,-1,88,"117234"
194,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",49,200,77,"116732"
195,"spotify:track:0DtarPcErIh4skfFtxzomo","Tama","Ngày Em Đẹp Nhất","Tama",104,195,49,"115727"
196,"spotify:track:7fNHfgOxPLcg4mQLhCnOHB","Rapital, Groovie Lã Thắng, tlinh, RPT MCK","XTC (Xích Thêm Chút) (Remix)","M Music Records",87,185,157,"114542"
197,"spotify:track:0MJ5wKsPEeihONNfugHGy7","HYBS","Tip Toe","JUICEY",52,190,32,"114356"
198,"spotify:track:6Z9kpBWGd5PX1OCwTHvnTl","Rayo, Huỳnh Văn","Cẩm Tú Cầu","RayO",187,-1,3,"114322"
199,"spotify:track:28ncfVOBRp3HGweSZ6Wb8C","Đen, Linh Cáo","Đưa Nhau Đi Trốn - Chill Version","Đen",81,-1,79,"114290"
200,"spotify:track:3yzV19yzE35hZWyJq8orC8","Kiều Chi","Anh Thôi Nhân Nhượng - Cover","ZuongZero Entertainment",200,-1,1,"114252"
