rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
166,"spotify:track:3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine","Dead Oceans",30,171,52,"149474"
167,"spotify:track:2fDFssQASymjUb2B3XYdpf","ANH TRAI ""SAY HI"", Dương Domic, Anh Tú Atus, Song Luân, Quang Trung, Anh Tú","ĐỀU LÀ CỦA EM (feat. Dương Domic, Anh Tú Atus, Song Luân, Quang Trung & Anh Tú)","Anh Trai Say Hi",86,161,6,"149392"
168,"spotify:track:2o1pb13quMReXZqE7jWsgq","Ariana Grande","intro (end of the world)","Republic Records",13,184,29,"146707"
169,"spotify:track:2PYDUM2IC01FOTDLQdFxJP","W/N, Duongg, Nau","3 1 0 7 - 2 (feat. DuongG & Nau)","GUM GROUP",27,155,188,"146149"
170,"spotify:track:5cml547MByVlaVrKU2lJTg","Andree Right Hand, Wxrdie, Bình Gold, 2pillz","Em iu","$maker Music",18,169,71,"145898"
171,"spotify:track:2qWP5ZarXRsdmxzz3L3BtP","SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh","có hẹn với thanh xuân","Universal Music Indochina Distributed Labels",27,163,114,"145433"
172,"spotify:track:51bYFYWODfYOZU0rwvjiCc","Binz, Đen","Cho Mình Em","Spacespeakers",32,172,73,"143582"
173,"spotify:track:2nR51wakN5K3AJENqGaNg9","Đen, MIN","Bài Này Chill Phết","Đen",1,173,279,"142720"
174,"spotify:track:38rjRVqEHSlDRrDWDvjkqW","Vũ.","Bước Qua Nhau","WM Vietnam",1,198,114,"141258"
175,"spotify:track:3XEspwit4d8gwKKgeopfCv","Sean, Lửa","Em Thích","MaiDao Music",65,156,88,"140763"
176,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",49,182,83,"140507"
177,"spotify:track:79bSb2Ilugozn6VygdplEZ","Andiez","1 Phút","MaiDao Music",21,168,176,"140458"
178,"spotify:track:18iADruKMXIloyA9vCJXFE","An Vũ, Sino","Chàng Trai Bất Tử","Yin Yang Media",56,154,35,"139853"
179,"spotify:track:3BwFxsC7QpRejdE9GXFQI4","D Blue, Killic","Chỉ Còn Ta Và Ta Giữa Trời","12 trái lê",151,187,16,"139848"
180,"spotify:track:7td8DTWoGC9u9db37mGHX6","Đen, PiaLinh","Nấu ăn cho em","Đen",8,179,62,"139566"
181,"spotify:track:51ZQ1vr10ffzbwIjDCwqm4","Ariana Grande","we can't be friends (wait for your love)","Republic Records",17,186,30,"139125"
182,"spotify:track:4Iz5EWPCAT8jYNk4IpLoll","buitruonglinh","Dù Cho Mai Về Sau","Yin Yang Media",10,193,184,"138752"
183,"spotify:track:23ep27rDA9gklIzuJ6qzRD","Dương Domic","Yêu Em 2 Ngày","DAO Entertainment",174,174,2,"138598"
184,"spotify:track:54UNNgtE3zzERwTuWSQLqd","MONSTAR, GREY D, VƯƠNG BÌNH","có hẹn với thanh xuân","Yin Yang Media",5,196,165,"138023"
185,"spotify:track:71Q8QWLpvwvfQ6zM5BdCnm","2T, Văn","Liệu Giờ","LOOPS Music",22,146,213,"137905"
186,"spotify:track:2ctmaWoBxLBYiZB7AKmK1D","Low G","Bảo Tàng","Nhà Hóa Học Đống Đa",33,-1,18,"137796"
187,"spotify:track:3nAwC1qVqRQYiRCrp6q1dU","Winno","Say Đắm Trong Lần Đầu","MaiDao Music",142,191,54,"137762"
188,"spotify:track:7sZgr8RsXkDwkmiQok691a","Thịnh Suy","Mai Mình Xa","InQ International",85,178,24,"137543"
189,"spotify:track:2M2nM9t0YQoXMTnFH8AXBu","Huỳnh Tú, Andiez","Đường Một Chiều","Huỳnh Tú",114,190,64,"137460"
190,"spotify:track:3J3nv18iIrOhca1ZWNeuyW","JustaTee","Đã Lỡ Yêu Em Nhiều","NGUYEN THANH TUAN",36,185,95,"136281"
191,"spotify:track:5BJqg07SKgmFnVLOBmLFvq","Bùi Anh Tuấn","Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""","Vietnam Music Award",109,175,20,"135958"
192,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",5,195,75,"134842"
193,"spotify:track:7eDrdQ7PK9Xm1CZCKWsgmH","Vũ., TRANG","Anh Nhớ Ra (feat. TRANG)","WM Vietnam",19,197,79,"134400"
194,"spotify:track:7h2zqUH4bYyknNUxsYnS5V","PhucXp, Freak D","Như Anh Đã Thấy Em","MaiDao Music",33,153,93,"134226"
195,"spotify:track:1sczjXEYHpbpCsaA25ZzPv","starfall","intentions","Mercury Records / Republic Records",67,167,7,"133668"
196,"spotify:track:3440g8awr2l0E5Yy2X5Epk","RPT MCK","Tại Vì Sao","N0L4B3L",3,-1,104,"133506"
197,"spotify:track:4YSryHqsD82Krc81l1EJD5","tlinh, 2pillz, WOKEUP","ghệ iu dấu của em ơi","Universal Music Indochina Distributed Labels",8,-1,65,"133028"
198,"spotify:track:567e29TDzLwZwfDuEpGTwo","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,-1,105,"132592"
199,"spotify:track:4S0uLMXRoAjFfIJOW7A8aW","Rhymastic","Nến Và Hoa","WM Vietnam",2,-1,223,"131151"
200,"spotify:track:2WOpp4vm16unl0N3i3BNNv","NÂN, Ngơ","Tình Đắng Như Ly Cà Phê","nân",15,188,245,"130427"
